,userid,productid,main_category,sub_category,rating
2958,61157,ggf199105,grocery & gourmet foods,"Coffee, Tea & Beverages",3.6
2959,23714,acs112763,accessories,Handbags & Clutches,4.3
2960,70199,bth211514,beauty & health,Diet & Nutrition,3.7
2961,25501,wcl241205,women's clothing,Ethnic Wear,4.2
2962,46137,acs106684,accessories,Fashion & Silver Jewellery,1.6
2963,55059,acs066355,accessories,Handbags & Clutches,3.8
2964,90260,cmb167896,car & motorbike,Car Accessories,2.5
2965,81616,acs075406,accessories,Watches,4.6
2966,99587,tvc124752,"tv, audio & cameras",Camera Accessories,1.3
2967,91410,bth062821,beauty & health,Make-up,2.5
2968,71568,app123558,appliances,Kitchen & Home Appliances,3.4
2969,75494,mcl251747,men's clothing,T-shirts & Polos,2.9
2970,13447,acs171325,accessories,Jewellery,3.5
2971,92693,tvc085384,"tv, audio & cameras",Camera Accessories,4.5
2972,39993,wcl262241,women's clothing,Lingerie & Nightwear,1.5
2973,25305,mcl048487,men's clothing,Innerwear,4.0
2974,34801,wcl194130,women's clothing,Clothing,4.6
2975,80997,acs015891,accessories,Fashion & Silver Jewellery,2.8
2976,21016,pet006389,pet supplies,Dog supplies,2.4
2977,42551,acs127634,accessories,Fashion & Silver Jewellery,4.1
2978,21461,str122939,stores,Men's Fashion,3.9
2979,72454,tbp201891,toys & baby products,"Baby Bath, Skin & Grooming",2.4
2980,27654,hkt254318,home & kitchen,Home Furnishing,3.4
2981,84725,app097926,appliances,Heating & Cooling Appliances,3.1
2982,70006,acs006892,accessories,Bags & Luggage,3.8
2983,77552,wcl263003,women's clothing,Lingerie & Nightwear,3.7
2984,98540,msh215763,men's shoes,Sports Shoes,3.7
2985,29333,app013609,appliances,Heating & Cooling Appliances,2.2
2986,22342,tbp167281,toys & baby products,"Baby Bath, Skin & Grooming",2.5
2987,43571,msh128100,men's shoes,Sports Shoes,4.3
2988,81617,wcl207472,women's clothing,Ethnic Wear,1.7
2989,60297,acs229273,accessories,Fashion & Silver Jewellery,2.0
2990,30158,acs005949,accessories,Bags & Luggage,1.9
2991,37055,wcl235789,women's clothing,Western Wear,4.6
2992,81269,tvc166629,"tv, audio & cameras",Cameras,2.1
2993,76721,acs114930,accessories,Bags & Luggage,3.6
2994,90341,wcl074609,women's clothing,Lingerie & Nightwear,4.8
2995,63436,bag241140,bags & luggage,Travel Accessories,2.4
2996,17229,tvc083379,"tv, audio & cameras",Security Cameras,3.3
2997,83830,tvc063728,"tv, audio & cameras",Cameras,1.2
2998,85131,wsh065437,women's shoes,Shoes,1.1
2999,59384,mcl089029,men's clothing,Jeans,3.3
3000,71492,acs051906,accessories,Bags & Luggage,2.8
3001,97697,acs199671,accessories,Fashion & Silver Jewellery,1.1
3002,69932,wcl079871,women's clothing,Western Wear,3.5
3003,69717,acs263158,accessories,Jewellery,3.1
3004,95243,acs072275,accessories,Bags & Luggage,3.5
3005,89264,mcl196179,men's clothing,T-shirts & Polos,2.4
3006,74497,cmb125575,car & motorbike,Car Accessories,1.1
3007,54164,wcl072489,women's clothing,Clothing,3.5
3008,58879,acs180163,accessories,Bags & Luggage,1.7
3009,57634,acs100514,accessories,Bags & Luggage,1.1
3010,78276,kfa027892,kids' fashion,Kids' Clothing,2.6
3011,36579,tvc171675,"tv, audio & cameras",Headphones,3.8
3012,27513,spf152010,sports & fitness,Cricket,2.3
3013,76537,app085898,appliances,Heating & Cooling Appliances,3.7
3014,40601,str023218,stores,Men's Fashion,1.2
3015,16594,acs146604,accessories,Jewellery,3.5
3016,16115,cmb241281,car & motorbike,Motorbike Accessories & Parts,2.8
3017,70189,mcl084792,men's clothing,T-shirts & Polos,4.8
3018,20690,wcl186955,women's clothing,Lingerie & Nightwear,2.0
3019,78346,wcl239174,women's clothing,Western Wear,3.3
3020,76898,mcl164807,men's clothing,Shirts,4.7
3021,66633,hkt090468,home & kitchen,Garden & Outdoors,4.8
3022,40347,mcl174517,men's clothing,T-shirts & Polos,5.0
3023,93374,wcl010609,women's clothing,Lingerie & Nightwear,1.1
3024,41093,acs070158,accessories,Fashion & Silver Jewellery,4.8
3025,95121,hkt017682,home & kitchen,Home Improvement,4.3
3026,54143,str054050,stores,Men's Fashion,2.8
3027,42635,acs001497,accessories,Watches,1.6
3028,48153,acs054327,accessories,Jewellery,2.4
3029,50773,acs077072,accessories,Fashion & Silver Jewellery,4.2
3030,97413,wcl075693,women's clothing,Ethnic Wear,2.5
3031,73564,acs127593,accessories,Watches,1.5
3032,74060,acs093446,accessories,Handbags & Clutches,2.2
3033,70199,mcl222565,men's clothing,Jeans,1.8
3034,43968,ind091219,industrial supplies,"Test, Measure & Inspect",3.2
3035,38853,acs019996,accessories,Handbags & Clutches,2.0
3036,14769,wcl020436,women's clothing,Lingerie & Nightwear,4.9
3037,83259,acs168533,accessories,Jewellery,4.3
3038,59664,wcl155305,women's clothing,Clothing,1.1
3039,91224,wcl083018,women's clothing,Western Wear,3.0
3040,90202,hkt059689,home & kitchen,Kitchen Storage & Containers,1.9
3041,75332,mcl201687,men's clothing,T-shirts & Polos,4.4
3042,38698,acs155444,accessories,Handbags & Clutches,3.3
3043,55165,mcl120581,men's clothing,Shirts,2.6
3044,44971,tvc171284,"tv, audio & cameras",Camera Accessories,2.5
3045,34478,bth147490,beauty & health,Make-up,4.8
3046,17686,tbp243368,toys & baby products,Nursing & Feeding,1.6
3047,54255,msh259158,men's shoes,Sports Shoes,1.9
3048,19984,wcl143979,women's clothing,Western Wear,2.3
3049,27744,acs128504,accessories,Bags & Luggage,1.0
3050,61886,wcl216834,women's clothing,Western Wear,4.9
3051,65845,acs126151,accessories,Handbags & Clutches,1.5
3052,87672,tvc095507,"tv, audio & cameras",Home Entertainment Systems,1.2
3053,25175,acs017366,accessories,Bags & Luggage,1.6
3054,43376,tvc125130,"tv, audio & cameras",Home Entertainment Systems,2.3
3055,94475,cmb189315,car & motorbike,Motorbike Accessories & Parts,4.2
3056,50259,hkt033100,home & kitchen,Bedroom Linen,1.3
3057,26068,kfa053406,kids' fashion,Baby Fashion,4.7
3058,79965,tbp086939,toys & baby products,Baby Products,2.0
3059,96570,bag053270,bags & luggage,Backpacks,4.3
3060,18083,mcl235800,men's clothing,Innerwear,3.8
3061,76021,acs109347,accessories,Bags & Luggage,4.8
3062,23767,tvc013566,"tv, audio & cameras",Camera Accessories,3.7
3063,61758,tvc014072,"tv, audio & cameras",Headphones,1.6
3064,12757,str112989,stores,Sportswear,4.3
3065,18219,str069421,stores,Men's Fashion,2.0
3066,67919,acs138055,accessories,Handbags & Clutches,2.9
3067,61146,wcl115637,women's clothing,Western Wear,4.4
3068,23539,app107660,appliances,Kitchen & Home Appliances,2.2
3069,31061,acs258903,accessories,Jewellery,3.7
3070,59370,tvc218380,"tv, audio & cameras",Speakers,3.9
3071,15833,app062875,appliances,Kitchen & Home Appliances,2.9
3072,63630,wcl177611,women's clothing,Western Wear,2.1
3073,26217,acs117776,accessories,Handbags & Clutches,4.4
3074,89264,tvc040644,"tv, audio & cameras",Headphones,3.0
3075,76702,msh201935,men's shoes,Sports Shoes,2.3
3076,36162,app099630,appliances,Heating & Cooling Appliances,4.6
3077,30911,acs158213,accessories,Bags & Luggage,4.2
3078,50259,wcl193477,women's clothing,Clothing,2.8
3079,14907,wcl102127,women's clothing,Ethnic Wear,3.9
3080,77362,msh148314,men's shoes,Formal Shoes,4.5
3081,51434,tvc059154,"tv, audio & cameras",Security Cameras,4.7
3082,80817,hkt233802,home & kitchen,Indoor Lighting,1.5
3083,54170,tvc178898,"tv, audio & cameras",Cameras,4.7
3084,67919,msh015336,men's shoes,Sports Shoes,4.8
3085,10842,tvc142415,"tv, audio & cameras",Home Entertainment Systems,3.4
3086,60422,kfa248027,kids' fashion,Kids' Shoes,3.0
3087,66521,app251602,appliances,Heating & Cooling Appliances,3.8
3088,58179,msh032067,men's shoes,Casual Shoes,2.5
3089,65906,acs010484,accessories,Bags & Luggage,4.2
3090,87473,hkt214998,home & kitchen,Home Furnishing,2.5
3091,13422,acs129369,accessories,Fashion & Silver Jewellery,3.4
3092,39859,msh011300,men's shoes,Casual Shoes,1.2
3093,80203,acs133422,accessories,Watches,4.2
3094,50395,tvc135923,"tv, audio & cameras",Camera Accessories,1.1
3095,54509,msh157617,men's shoes,Casual Shoes,2.0
3096,15030,mcl064739,men's clothing,T-shirts & Polos,4.5
3097,76072,tvc076971,"tv, audio & cameras",Home Entertainment Systems,4.0
3098,34502,wcl013148,women's clothing,Ethnic Wear,4.5
3099,15035,spf245978,sports & fitness,Strength Training,2.4
3100,92124,acs091377,accessories,Fashion & Silver Jewellery,1.8
3101,44005,mcl262951,men's clothing,T-shirts & Polos,4.6
3102,38308,acs038760,accessories,Handbags & Clutches,2.4
3103,42559,mcl051346,men's clothing,T-shirts & Polos,1.1
3104,15789,acs017233,accessories,Fashion & Silver Jewellery,3.6
3105,87793,app101634,appliances,Kitchen & Home Appliances,4.7
3106,43236,tvc142354,"tv, audio & cameras",Speakers,2.9
3107,24894,tvc073705,"tv, audio & cameras",Security Cameras,4.1
3108,96676,tvc044208,"tv, audio & cameras",Cameras,4.7
3109,14282,wcl022448,women's clothing,Clothing,3.9
3110,63497,wcl100573,women's clothing,Lingerie & Nightwear,2.4
3111,58799,tvc021705,"tv, audio & cameras",Home Entertainment Systems,1.2
3112,98975,acs228377,accessories,Fashion & Silver Jewellery,4.8
3113,34746,str112009,stores,Men's Fashion,4.1
3114,17474,tbp065622,toys & baby products,Diapers,2.2
3115,95060,tvc055301,"tv, audio & cameras",Home Entertainment Systems,2.5
3116,84776,tvc154197,"tv, audio & cameras",Camera Accessories,1.7
3117,40491,spf017603,sports & fitness,Strength Training,4.3
3118,50685,acs250170,accessories,Bags & Luggage,4.3
3119,31212,wcl168109,women's clothing,Western Wear,4.0
3120,36332,wcl193673,women's clothing,Clothing,4.2
3121,57469,tvc202383,"tv, audio & cameras",Home Entertainment Systems,3.5
3122,77702,tvc031486,"tv, audio & cameras",Cameras,1.3
3123,14599,bth037816,beauty & health,Health & Personal Care,3.7
3124,80921,wcl121702,women's clothing,Clothing,3.1
3125,68011,bth073762,beauty & health,Beauty & Grooming,3.1
3126,44322,app136245,appliances,Kitchen & Home Appliances,4.2
3127,60449,wcl084102,women's clothing,Ethnic Wear,3.0
3128,21998,wcl097120,women's clothing,Lingerie & Nightwear,1.0
3129,25117,acs264862,accessories,Fashion & Silver Jewellery,4.0
3130,83049,acs265596,accessories,Jewellery,3.6
3131,43686,msh004906,men's shoes,Casual Shoes,4.9
3132,93311,app070351,appliances,Kitchen & Home Appliances,3.6
3133,24583,str014294,stores,Men's Fashion,3.9
3134,31037,tvc065885,"tv, audio & cameras",Camera Accessories,1.8
3135,12124,msh087420,men's shoes,Casual Shoes,2.4
3136,23194,kfa049174,kids' fashion,Kids' Fashion,4.1
3137,37578,hkt173310,home & kitchen,Home Storage,1.4
3138,58740,spf026735,sports & fitness,Running,4.0
3139,44310,acs242998,accessories,Fashion & Silver Jewellery,2.5
3140,16030,msh145407,men's shoes,Casual Shoes,4.5
3141,31371,spf072938,sports & fitness,Cycling,2.9
3142,73304,msh204024,men's shoes,Casual Shoes,1.2
3143,12004,wcl032953,women's clothing,Western Wear,4.8
3144,19020,acs133609,accessories,Watches,2.6
3145,42896,msh111001,men's shoes,Formal Shoes,4.7
3146,42635,tbp126452,toys & baby products,"Baby Bath, Skin & Grooming",3.2
3147,41325,wcl251679,women's clothing,Lingerie & Nightwear,4.7
3148,79982,msh198876,men's shoes,Casual Shoes,4.2
3149,60060,acs019477,accessories,Fashion & Silver Jewellery,2.3
3150,84185,spf109297,sports & fitness,Cycling,1.4
3151,92661,wcl197839,women's clothing,Western Wear,1.1
3152,70506,msh035199,men's shoes,Casual Shoes,2.3
3153,99037,str128433,stores,Men's Fashion,3.1
3154,23063,acs134568,accessories,Bags & Luggage,2.7
3155,80015,wcl230395,women's clothing,Clothing,3.3
3156,93350,str111343,stores,Men's Fashion,4.4
3157,18740,msh265415,men's shoes,Casual Shoes,3.0
3158,41729,tvc240017,"tv, audio & cameras",Speakers,4.4
3159,53488,bag043675,bags & luggage,Wallets,3.7
3160,96927,acs024878,accessories,Fashion & Silver Jewellery,1.1
3161,89651,acs185573,accessories,Jewellery,2.2
3162,74060,mcl195968,men's clothing,T-shirts & Polos,3.9
3163,31371,tbp124464,toys & baby products,Diapers,4.3
3164,45597,msh248189,men's shoes,Sports Shoes,1.3
3165,33368,acs231388,accessories,Handbags & Clutches,3.2
3166,48611,acs078367,accessories,Bags & Luggage,3.9
3167,11375,tvc015605,"tv, audio & cameras",Security Cameras,2.5
3168,98256,spf243261,sports & fitness,Badminton,2.8
3169,40211,msh132902,men's shoes,Casual Shoes,3.6
3170,87320,acs125946,accessories,Fashion & Silver Jewellery,3.8
3171,48042,tvc195247,"tv, audio & cameras",Camera Accessories,2.0
3172,26028,msh211293,men's shoes,Casual Shoes,4.9
3173,32488,tvc196007,"tv, audio & cameras",Security Cameras,4.1
3174,65695,str181927,stores,Sportswear,4.4
3175,45893,acs187475,accessories,Fashion & Silver Jewellery,4.1
3176,72550,mcl260342,men's clothing,Shirts,2.8
3177,48242,app170216,appliances,Kitchen & Home Appliances,2.0
3178,96440,mcl148198,men's clothing,Innerwear,3.2
3179,18656,acs262279,accessories,Watches,1.6
3180,79637,tvc261570,"tv, audio & cameras",Camera Accessories,2.1
3181,97320,tvc004004,"tv, audio & cameras",Cameras,3.3
3182,75517,wcl166845,women's clothing,Lingerie & Nightwear,3.0
3183,43823,kfa155914,kids' fashion,Kids' Shoes,2.2
3184,88035,str215526,stores,Men's Fashion,2.9
3185,55065,msh042914,men's shoes,Sports Shoes,3.7
3186,12056,acs256748,accessories,Fashion & Silver Jewellery,1.6
3187,15999,wcl004612,women's clothing,Clothing,2.1
3188,80397,bth227914,beauty & health,Make-up,1.7
3189,97697,kfa116925,kids' fashion,School Bags,4.0
3190,81596,acs117921,accessories,Fashion & Silver Jewellery,5.0
3191,99687,wcl060532,women's clothing,Western Wear,1.3
3192,49227,wcl025202,women's clothing,Lingerie & Nightwear,4.0
3193,73139,wcl012513,women's clothing,Western Wear,3.2
3194,36319,str106622,stores,Sportswear,1.6
3195,67428,str010933,stores,Men's Fashion,5.0
3196,30338,msh235975,men's shoes,Sports Shoes,1.4
3197,24901,tvc015986,"tv, audio & cameras",Home Entertainment Systems,2.2
3198,69121,wcl194641,women's clothing,Ethnic Wear,4.7
3199,55419,str159575,stores,Men's Fashion,4.7
3200,21569,mcl236967,men's clothing,T-shirts & Polos,1.9
3201,78749,msh197109,men's shoes,Sports Shoes,1.3
3202,60930,app045640,appliances,Heating & Cooling Appliances,3.5
3203,92016,msh206516,men's shoes,Sports Shoes,2.4
3204,39993,app095419,appliances,Washing Machines,1.6
3205,49501,mcl090245,men's clothing,Shirts,5.0
3206,78469,tvc263192,"tv, audio & cameras",Televisions,3.3
3207,17474,app222355,appliances,Heating & Cooling Appliances,3.2
3208,27994,wcl179952,women's clothing,Lingerie & Nightwear,4.8
3209,79643,mcl248831,men's clothing,Innerwear,3.5
3210,32170,app180628,appliances,Heating & Cooling Appliances,4.7
3211,66173,tvc040192,"tv, audio & cameras",Headphones,3.3
3212,85806,acs115456,accessories,Fashion & Silver Jewellery,2.5
3213,36579,mcl057150,men's clothing,Jeans,2.5
3214,93723,tvc262571,"tv, audio & cameras",Security Cameras,2.9
3215,83003,bag071219,bags & luggage,Backpacks,2.9
3216,10300,tvc060717,"tv, audio & cameras",Security Cameras,2.5
3217,65458,tvc116409,"tv, audio & cameras",Cameras,1.1
3218,76795,bag054397,bags & luggage,Backpacks,2.6
3219,99728,acs215291,accessories,Jewellery,3.5
3220,92315,wcl220941,women's clothing,Ethnic Wear,2.1
3221,88685,tvc015124,"tv, audio & cameras",Security Cameras,3.8
3222,93374,app025587,appliances,Refrigerators,2.5
3223,39007,spf150801,sports & fitness,Cycling,3.8
3224,34502,tvc130560,"tv, audio & cameras",Headphones,3.3
3225,47023,spf183736,sports & fitness,Badminton,2.6
3226,28305,tvc213507,"tv, audio & cameras",Home Entertainment Systems,2.6
3227,91212,tvc118620,"tv, audio & cameras",Cameras,4.1
3228,71492,acs237810,accessories,Jewellery,3.6
3229,78749,kfa192099,kids' fashion,Baby Fashion,4.0
3230,82034,acs167559,accessories,Jewellery,3.7
3231,89151,acs114356,accessories,Bags & Luggage,4.6
3232,55067,tbp192798,toys & baby products,Baby Products,2.3
3233,15157,hkt196867,home & kitchen,Furniture,4.8
3234,55883,tvc102667,"tv, audio & cameras",Speakers,4.1
3235,61146,app160403,appliances,Heating & Cooling Appliances,1.2
3236,69480,str220397,stores,Men's Fashion,3.5
3237,98951,bag169820,bags & luggage,Travel Duffles,3.3
3238,64281,wcl057782,women's clothing,Lingerie & Nightwear,4.4
3239,47966,acs108574,accessories,Fashion & Silver Jewellery,1.1
3240,15980,spf004091,sports & fitness,Cycling,1.1
3241,14872,tvc027283,"tv, audio & cameras",Cameras,4.8
3242,80110,wcl093370,women's clothing,Lingerie & Nightwear,2.3
3243,82830,tvc105920,"tv, audio & cameras",Home Entertainment Systems,4.8
3244,68828,wcl043140,women's clothing,Western Wear,1.8
3245,25124,msh020700,men's shoes,Casual Shoes,2.6
3246,93974,wcl179790,women's clothing,Ethnic Wear,2.3
3247,44754,mcl114060,men's clothing,Jeans,3.3
3248,47987,str134868,stores,Men's Fashion,4.4
3249,41066,acs180161,accessories,Bags & Luggage,3.8
3250,12397,wcl255046,women's clothing,Ethnic Wear,1.7
3251,88086,acs099294,accessories,Handbags & Clutches,2.9
3252,12064,wcl107897,women's clothing,Western Wear,3.5
3253,61742,tvc135747,"tv, audio & cameras",Cameras,4.2
3254,79930,acs003864,accessories,Handbags & Clutches,2.5
3255,77741,msh051483,men's shoes,Casual Shoes,1.7
3256,20883,ggf083958,grocery & gourmet foods,Snack Foods,3.0
3257,87667,acs117921,accessories,Fashion & Silver Jewellery,4.7
3258,38963,mcl093279,men's clothing,T-shirts & Polos,2.4
3259,36228,acs015543,accessories,Fashion & Silver Jewellery,2.3
3260,88354,acs214430,accessories,Fashion & Silver Jewellery,1.2
3261,48888,app012901,appliances,Heating & Cooling Appliances,4.1
3262,60936,tvc175225,"tv, audio & cameras",Home Entertainment Systems,3.3
3263,65906,acs127721,accessories,Jewellery,1.5
3264,81648,wcl161376,women's clothing,Ethnic Wear,2.6
3265,28989,ind115262,industrial supplies,Lab & Scientific,1.9
3266,84201,msh027647,men's shoes,Formal Shoes,2.9
3267,33186,mcl195683,men's clothing,T-shirts & Polos,3.8
3268,81616,wcl244538,women's clothing,Clothing,1.0
3269,95767,mcl125874,men's clothing,Innerwear,3.1
3270,36570,str031028,stores,Men's Fashion,3.0
3271,77435,acs115745,accessories,Jewellery,2.6
3272,77035,hkt075578,home & kitchen,Home Storage,1.0
3273,14842,tvc061025,"tv, audio & cameras",Camera Accessories,3.1
3274,31061,tvc152832,"tv, audio & cameras",Home Entertainment Systems,5.0
3275,62178,acs221400,accessories,Bags & Luggage,1.7
3276,73213,acs180161,accessories,Bags & Luggage,3.5
3277,72316,msh127314,men's shoes,Casual Shoes,1.3
3278,49611,tvc067822,"tv, audio & cameras",Home Entertainment Systems,1.8
3279,13827,wcl221345,women's clothing,Western Wear,2.1
3280,57634,bth191010,beauty & health,Make-up,1.9
3281,44620,kfa256921,kids' fashion,Kids' Shoes,2.4
3282,76548,tvc098738,"tv, audio & cameras",Headphones,3.6
3283,44716,hkt002351,home & kitchen,Garden & Outdoors,2.5
3284,41729,str218658,stores,Men's Fashion,1.5
3285,41759,mcl248100,men's clothing,Innerwear,1.4
3286,37991,acs197210,accessories,Bags & Luggage,3.8
3287,69512,acs161814,accessories,Watches,1.4
3288,26326,tvc238727,"tv, audio & cameras",Cameras,3.1
3289,76721,acs234684,accessories,Jewellery,2.9
3290,93295,acs021030,accessories,Watches,2.6
3291,90709,wcl259367,women's clothing,Lingerie & Nightwear,1.5
3292,89473,bth252359,beauty & health,Diet & Nutrition,2.2
3293,48242,acs263476,accessories,Jewellery,4.5
3294,84979,wcl126490,women's clothing,Ethnic Wear,1.6
3295,84680,msh149832,men's shoes,Casual Shoes,3.1
3296,89151,app032744,appliances,Heating & Cooling Appliances,4.7
3297,53437,str074182,stores,Men's Fashion,3.4
3298,58345,hkt075017,home & kitchen,Sewing & Craft Supplies,4.5
3299,43284,kfa167957,kids' fashion,Baby Fashion,1.2
3300,10059,wcl093450,women's clothing,Western Wear,1.8
3301,86959,tbp088610,toys & baby products,Baby Products,4.6
3302,23688,app219301,appliances,Heating & Cooling Appliances,4.8
3303,96779,wcl074604,women's clothing,Ethnic Wear,4.9
3304,98540,tvc092939,"tv, audio & cameras",Headphones,3.7
3305,20116,wcl046563,women's clothing,Western Wear,2.9
3306,17742,wsh222272,women's shoes,Shoes,1.6
3307,88702,acs210720,accessories,Bags & Luggage,2.9
3308,25124,bth006676,beauty & health,Luxury Beauty,4.4
3309,40347,app022094,appliances,Heating & Cooling Appliances,3.6
3310,41342,acs079824,accessories,Watches,1.0
3311,14166,acs237314,accessories,Fashion & Silver Jewellery,3.1
3312,19628,tvc034027,"tv, audio & cameras",Camera Accessories,2.0
3313,14769,app125668,appliances,Heating & Cooling Appliances,3.6
3314,58345,kfa186235,kids' fashion,Kids' Shoes,1.2
3315,11346,wcl210505,women's clothing,Ethnic Wear,2.2
3316,21466,str203179,stores,Men's Fashion,1.3
3317,71995,wcl163626,women's clothing,Clothing,2.4
3318,80514,msh190394,men's shoes,Sports Shoes,3.5
3319,36800,app089362,appliances,Kitchen & Home Appliances,2.1
3320,93239,wcl172238,women's clothing,Clothing,1.4
3321,32907,msh233804,men's shoes,Casual Shoes,1.2
3322,41729,tvc234530,"tv, audio & cameras",Camera Accessories,4.1
3323,68828,app180616,appliances,Heating & Cooling Appliances,1.7
3324,10588,spf109971,sports & fitness,Running,1.3
3325,73839,wcl090076,women's clothing,Clothing,4.6
3326,70663,tvc104270,"tv, audio & cameras",Home Entertainment Systems,3.6
3327,87886,wcl104569,women's clothing,Western Wear,1.1
3328,48705,app193507,appliances,Heating & Cooling Appliances,4.1
3329,71720,acs136713,accessories,Bags & Luggage,1.2
3330,24901,app058030,appliances,Heating & Cooling Appliances,3.6
3331,28291,acs005219,accessories,Bags & Luggage,2.6
3332,46089,acs221142,accessories,Fashion & Silver Jewellery,2.4
3333,11937,wcl248752,women's clothing,Ethnic Wear,4.5
3334,18697,wcl146576,women's clothing,Clothing,1.1
3335,41846,hkt193740,home & kitchen,Kitchen & Dining,3.5
3336,59959,msh167164,men's shoes,Formal Shoes,2.9
3337,90691,tvc118463,"tv, audio & cameras",Camera Accessories,3.0
3338,34746,mcl087562,men's clothing,Innerwear,2.4
3339,67720,msh254955,men's shoes,Casual Shoes,1.6
3340,17130,hkt126356,home & kitchen,Kitchen & Dining,3.6
3341,36048,acs207062,accessories,Jewellery,1.2
3342,91682,acs091699,accessories,Fashion & Silver Jewellery,4.6
3343,42500,wcl201036,women's clothing,Lingerie & Nightwear,2.9
3344,12790,wcl157081,women's clothing,Clothing,1.5
3345,47966,str092431,stores,Men's Fashion,3.4
3346,18089,mcl048157,men's clothing,Innerwear,4.4
3347,44322,hkt116895,home & kitchen,Kitchen & Dining,1.8
3348,80887,acs021140,accessories,Jewellery,4.1
3349,41759,tvc099786,"tv, audio & cameras",Televisions,4.5
3350,87390,str214210,stores,Men's Fashion,3.6
3351,37578,tvc120750,"tv, audio & cameras",Cameras,3.1
3352,59370,tvc188654,"tv, audio & cameras",Home Entertainment Systems,2.2
3353,61076,acs156319,accessories,Handbags & Clutches,3.5
3354,47280,kfa177110,kids' fashion,Kids' Watches,2.9
3355,66446,app166042,appliances,Heating & Cooling Appliances,4.6
3356,83860,wcl104405,women's clothing,Clothing,1.4
3357,98816,tvc113225,"tv, audio & cameras",Headphones,4.8
3358,43646,app234916,appliances,Washing Machines,1.4
3359,82698,msh115526,men's shoes,Formal Shoes,1.6
3360,50666,tvc044983,"tv, audio & cameras",Cameras,4.0
3361,55428,spf056443,sports & fitness,Strength Training,4.0
3362,32922,acs087396,accessories,Bags & Luggage,4.2
3363,85642,msh219970,men's shoes,Sports Shoes,3.6
3364,61834,mcl161523,men's clothing,T-shirts & Polos,4.3
3365,84783,acs234107,accessories,Bags & Luggage,3.0
3366,87965,bth068087,beauty & health,Diet & Nutrition,4.8
3367,81177,wcl226379,women's clothing,Lingerie & Nightwear,1.1
3368,41325,tvc246296,"tv, audio & cameras",Cameras,2.9
3369,87965,acs036106,accessories,Handbags & Clutches,1.7
3370,95423,acs060563,accessories,Fashion & Silver Jewellery,3.5
3371,49265,wcl259425,women's clothing,Lingerie & Nightwear,1.1
3372,41093,spf003381,sports & fitness,Fitness Accessories,4.2
3373,31037,tvc139260,"tv, audio & cameras",Headphones,3.4
3374,90832,mcl201148,men's clothing,T-shirts & Polos,4.3
3375,17701,acs161299,accessories,Bags & Luggage,3.0
3376,95522,app172474,appliances,Heating & Cooling Appliances,3.7
3377,49382,wcl135494,women's clothing,Ethnic Wear,2.7
3378,41010,msh204896,men's shoes,Sports Shoes,2.0
3379,49801,tbp111862,toys & baby products,Diapers,3.6
3380,13643,wcl214894,women's clothing,Ethnic Wear,1.5
3381,96511,acs113913,accessories,Bags & Luggage,4.2
3382,14166,app129181,appliances,Heating & Cooling Appliances,1.6
3383,90638,wcl034952,women's clothing,Western Wear,4.2
3384,19346,app201639,appliances,Washing Machines,2.3
3385,12664,acs171867,accessories,Bags & Luggage,2.8
3386,75968,wcl105796,women's clothing,Clothing,1.8
3387,30230,acs077314,accessories,Bags & Luggage,1.4
3388,37133,wcl100995,women's clothing,Ethnic Wear,4.8
3389,86598,tvc149831,"tv, audio & cameras",Camera Accessories,3.5
3390,25175,tvc170350,"tv, audio & cameras",Cameras,4.7
3391,70117,tvc167027,"tv, audio & cameras",Security Cameras,5.0
3392,37348,acs237670,accessories,Bags & Luggage,3.5
3393,83830,acs038619,accessories,Watches,4.0
3394,84744,acs099009,accessories,Bags & Luggage,1.8
3395,59053,wcl214980,women's clothing,Lingerie & Nightwear,4.5
3396,97416,acs258901,accessories,Watches,2.2
3397,75141,tvc102150,"tv, audio & cameras",Camera Accessories,2.0
3398,77036,wcl014517,women's clothing,Ethnic Wear,2.3
3399,59082,tbp045911,toys & baby products,Diapers,3.7
3400,24700,tvc160579,"tv, audio & cameras",Camera Accessories,4.4
3401,60887,mcl038690,men's clothing,T-shirts & Polos,1.6
3402,83057,acs021653,accessories,Jewellery,4.6
3403,61386,wcl025047,women's clothing,Ethnic Wear,2.9
3404,86733,acs192234,accessories,Jewellery,4.7
3405,55210,hkt188176,home & kitchen,Home Improvement,3.2
3406,43646,tvc038350,"tv, audio & cameras",Home Entertainment Systems,1.1
3407,58170,app243673,appliances,Kitchen & Home Appliances,3.4
3408,67668,tvc007378,"tv, audio & cameras",Home Entertainment Systems,3.7
3409,27115,acs009090,accessories,Handbags & Clutches,3.5
3410,61311,mcl221631,men's clothing,Innerwear,5.0
3411,53732,app116002,appliances,Heating & Cooling Appliances,1.1
3412,67720,app006450,appliances,Heating & Cooling Appliances,2.5
3413,28087,acs242182,accessories,Fashion & Silver Jewellery,1.7
3414,72454,acs236336,accessories,Handbags & Clutches,3.1
3415,78053,wcl005987,women's clothing,Clothing,3.3
3416,85810,ggf090693,grocery & gourmet foods,Snack Foods,5.0
3417,98967,cmb217537,car & motorbike,Car Accessories,1.6
3418,96600,wcl132952,women's clothing,Lingerie & Nightwear,2.5
3419,71416,msh155752,men's shoes,Sports Shoes,4.1
3420,98880,str036285,stores,Sportswear,4.7
3421,83367,acs091555,accessories,Jewellery,3.2
3422,43432,acs172418,accessories,Watches,2.9
